" آبخست",جزیره,abxodt,,
" آبخست",خشکی میان آب,abxodt,,
"ﺁﺗﺸﺪﺍﻥ",ﻣﻨﻘﻞ,,,
"ـاچ",اﻳﻦ ﭘﺴﻮﻧﺪ ﺑﺮﺍی ﭘﺪﻳدﺁﻭﺭﺩﻥ ﻧﺎﻡ «ﺍﻓﺰﺍﺭ یک‌کاری» میﺑﺎﺷﺪ,_ach,ﻫﻤﭽﻮﻥ «ﺷﻜﻨﺎﭺ» ﺍﻓﺰﺍﺭ ﺷﻜﺴﺘﻦ. ﺟﻨﮕﺎﭺ، ﻧﻮﻳﺴﺎچ، ﻛﻮﺑﺎﭺ، ﺳﻨﺠﺎﭺ ﻭ ﻣﺎﻧﻨﺪ ﺍﻳﻨﻬﺎ ﻧﻴﺰ می‌توان ﺑﻜﺎﺭ ﺑﺮﺩ,
"آخشيج",ضد,,گاهی در معنی عنصر نیز به‌کار رفته است,
"آخشيج",نقيض,,گاهی در معنی عنصر نیز به‌کار رفته است,
"ـاد",این پسوند باهم بودن چند کسی را برای کاری رساند,_ad,مانند «نویساد» به‌معنی هیئت تحریریه. واژه‌های بسیاری از این پسوند توان ساخت؛ همچون نوزاد، سکالاد، کوشاد، ورزاد و مانند آن.,
"آدميگری",انسانيت,,,
"آدميگری",داشتن خیم‌های انسانی,,,
"آدينه",جمعه,,,
"ـار",,_ar,,
"آراستن",چیزی را راست گردانیدن و خوبی‌هایی به آن افزودن,,با پیراستن سنجیده شود,
"آراستن",زینت کردن با افزودن چیزهایی,,با پیراستن سنجیده شود,
"آرایه",زیور,,اکنون به آن پیرایه میگویند که پیداست غلط است,
"آرایه",آنچه برای آراستن به‌کار رود,,اکنون به آن پیرایه میگویند که پیداست غلط است,
"آرمان",آرزوی بزرگ,,,
"آرمان",ایده‌آل,,,
"آز",حرص,,,
"آز",گرایش بیش از اندازه به چیزی,,,
"آزار",اذیت,,,
"آزارا",موزی,,,
"آزرم",شرف,,,مرد آزرمیست و به کسی آزار نرساند
"آزرم",بایستگی به نام نیک خود,,,مرد آزرمیست و به کسی آزار نرساند
"آزرم",کسی که به نیکی و آراستگی خود دلبستگی نماید و در بند نام نیک باشد,,,مرد آزرمیست و به کسی آزار نرساند
"آزمند",حریص,,,
"آسایش",رفاه,,,
"آسایش",راحتی,,,
"آسمانه",سقف,,,
"ﺁﺳﻴﺐ",آفت,,,
"آغازیدن",شروع کردن,,,
"آغازیدن",شروع شدن,,,
"آغالانیدن",تحریک کردن,,,
"آغالانیدن",به شورش داشتن,,,
"آفرش",خلقت,,اسم مصدر از آفریدن,
"آفرش",آفرینش,,اسم مصدر از آفریدن,
"آفرنده",خالق,,,
"آفرنده",آفریننده,,,
"ـاک",این پسوند معنی «آنچه کنند» را رساند,_ak,همچون «خوراک» که به معنی آنچه خورند است. نیز می‌توان از آن واژه‌های آموزاک، داراک، خاناک و مانند این‌ها پدید آورد,
"آک",عیب,,پیش از گزیدن این واژه، «آهو» به معنی عیب به‌کار برده می‌شد. ولی چون آن نام جانوری نیز می‌باشد، پس «آک» به‌کار برده شد,
"آکمند",معیوب,,,
"آکمند",عیب‌دار,,,
"آکندن",پر کردن,,,
"آگاه",مطلع,,,
"آگاه",باخبر,,,
"آگاهانیدن",مطلع گردانیدن,,,
"آگاهی",اطلاع,,«آگهی» سبک‌شده‌ی آن است,
"آگاهی",خبر,,«آگهی» سبک‌شده‌ی آن است,
"آگهی‌نویس",خبرنگار,,,
"آلودن",آلوده‌کردن,,,
"آمرزش",عفو,,,
"آمرزش",چشم‌پوشی از گناه کسی,,,
"آمرزگار",عفوکننده,,,
"آمرزیدن",عفوکردن,,,
"آمرزیدن",از گناه کسی چشم‌پوشیدن,,,
"آموزاک",آنچه آموزند,,آموز+اک,
"آموزاک",تعلیمات,,آموز+اک,
"آمیغ",حقیقت,,گاهی هم «راستی» در همین معنی به‌کار رفته,
"آمیغ",راست یک‌چیز,,گاهی هم «راستی» در همین معنی به‌کار رفته,
"آمیغ",یک‌چیز همچنان که هست,,گاهی هم «راستی» در همین معنی به‌کار رفته,
"آمیغ‌پژوهی",حقیقت‌طلبی,,,
"آنگاه",آن‌هنگام,,,شما پول به‌دست آور، آنگاه توانی خانه‌ای خرید
"آوازه",شهرت,,,
"آوازه",معروفیت,,,
"آهسته",آخشیج تند,,,
"آهسته",بطی,,,
"آهنگ",قصد,,,
"آهنگ",اراده,,,
"آهیختن",کشیدن و بیرون آوردن,,مانند شمشیر,
"آیفت",حاجت,,که از کسی خواسته شود,
"آیین",شریعت,,,
"آیین",سنت,,,
"آیین",قاعده همگانی بزرگ,,,
"ابزار",آلت,,,
"ابزار",افزار,,,
"ابزار",وسیله,,,
"ابزارسازی",صنعت,,,
"ارج",قدر,,,
"ارج",اهمیت,,,
"ارجدار",باقدر,,,
"ارجدار",بااهمیت,,,
"ارج‌شناسی",قدرشناسی,,,
"ارجمند",باقدر,,,فلان دانشمند است و مرد ارجمندیست
"ارجمند",بااهمیت,,,فلان دانشمند است و مرد ارجمندیست
"ارجمند",کسی که خود دارای ارج باشد,,,فلان دانشمند است و مرد ارجمندیست
"ارزش",قدر,,با بها فرق دارد,
"ارزش",قیمت,,با بها فرق دارد,
"ارمغان",هدیه,,,
"اروپایی‌گری",پیروی از آیین و آداب اروپاییان کردن و هوادار آن بودن,,,
"اروپایی‌گری",غرب‌زدگی,,,
"ازانا",ازاننده,,,
"ازانا",مالک,,,
"ازانش",مالکیت,,,
"ازانیدن",مالک شدن,uzanidun,,
"ازانیدن",تملک,uzanidun,,
"استردن",پاک کردن,ostordun,,
"استردن",محو کردن,ostordun,,
"استره",تیغ سلمانی,,,
"استره",افزار استردن,,,
"استوار",محکم,,,
"افزار",ابزار,,,
"افسانه",داستان دروغ و خیالی,,,
"اکنون",حال,,,
"اکنون",حاضر,,,
"اگر",برای شرط است و در جایی آورده شود که بودن چیزی در آینده دانسته نیست,,,اگر مهمانی رسید در به‌رویش باز کنید
"اگرچه",اگرهم,,به‌کار بردن آن در معنی «باآنکه» غلط است. «اگرچه» را باید در کارهای آینده که بودنش و نبودنش نادانسته است به‌کار برد.,دستگیری از بی‌نوایان دریغ ندار اگرچه خود دست‌تنگ باشی
"امیدمند",امیدوار,,,
"انبوه",جمع کثیر,,,
"انبوه",عده‌بسیار,,,
"انبوهی",کثرت,,,
"انبوهی",شلوغی,,,
"انجامیدن",پایان پذیرفتن,,در برابر آغازیدن,
"اند",مقدار,,گاهی به‌معنای «خرده» می‌آید. مانند «سی‌واند سال پیش» که اکنون گفته می‌شود «سی‌وخرده‌ای سال پیش».,
"اندازه‌دارای",اقتصاد,,,
"اندازه‌دارای",عقل,,,
"اندازه‌دارای",معاش,,,
"اندام",عضو,,بدن، اداره، موسسه، هیئت,
"اندرز",سخنان‌پندآمیز,,اندرز با «پند» کمی جدایی دارد. «تو پدر من و توانی به من بپندید»، «اندرزهای تو را فراموش نکردم».,
"اندک",مقدار کم,,اند + ک,
"اندی",مقداری,,,
"اندیشه",فکر,,,
"اندیشه",تفکر,,,
"انگار",فرض,engar,,
"انگاره",فرضیه,,,
"انگاریدن",انگاشتن,,,
"انگاریدن",فرض کردن,,,
"انگاریدن",بودن چیزی را به اندیشه گرفتن و دانستن که بدان گونه نیست,,,
"انگبین",عسل,,,
"انگیزش",تحریک,,,
"انگیزه",محرک,,,
"انگیزه",باعث,,,
"انگیزه",آنچه کسی را به‌یک کاری برمی‌انگیزد,,,
"انگیختن",انگیزیدن,,,
"انگیختن",باعث شدن,,,
"انگیختن",کسی را به‌کاری واداشتن,,,
"باختر",شمال,,,
"باده",مشروب,,,
"باده",می,,,
"باده‌خوار",می‌خواره,,,
"بارده",حاصلخیر,,,
"باری",اقلا,,با «دست‌کم» فرق دارد,
"باری",لااقل,,با «دست‌کم» فرق دارد,
"باریک‌بین",دقیق,,,
"باریک‌بینی",دقت,,,
"باز",به‌این‌طرف,,,از صد سال باز، از صد سال پیش به‌این‌طرف
"بازایستادن",خودداری کردن,,,
"بازایستادن",امتناع کردن,,,
"بازبسته",منوط,,,
"بازپرس",مستنطق,,,
"بازتاب",انعکاس نور,,,
"بازجو",مفتش,,,
"بازداشتن",مانع شدن,,,
"بازداشتن",بازداشت کردن,,,
"بازگشت",مراجعت,,,
"بازگشتن",مراجعت کردن,,در این معنی برگشتن غلط است,
"بازگفتن",نقل کردن,,,
"بازنمودن",بیان کردن,,,
"بازنمودن",روشن گردانیدن مطلبی,,,
"بازنوشتن",پاک‌نویس کردن,,,
"باستان",قدیم,,,
"باشا",باشنده,,,
"باشا",حاضر,,,
"باشا",موجود,,,
"باشد",تواند بود,,,
"باشد",شاید,,شاید در این معنی غلط باشد,
"باشندگان",موجودات,,,
"باشندگان",حاضران,,,
"باشندگان",حضار,,,
"باشنده",موجود,,,
"باشنده",حاضر,,,
"باطنیگری",کیش باطنی «اسماعیلی» داشتن و هوادار آن بودن,,کتاب راه رستگاری دیده شود,
"باک",توجه به خطر و زیان‌های احتمالی,,بی‌باک یعنی کسی که بی‌توجه به خطر و زیان‌های احتمالی به کاری پردازد,
"بالیدن",بلند شدن,,,
"بالیدن",قد برافراشتن,,,
"بامداد",صبح,,,
"باور",عقیده,,,
"باهماد",جمعیت,bahumad,"با هم + اد (بر وزن با سواد) ",
"باهماد",حزب,,,
"باهماد",دسته‌ای که با هم اندیشه و آرمان یکی کرده برای رسیدن به هدف متحد شده باشند,,,
"باهمی",اتحاد,,,
"باهمیدن",متحد شدن,,,
"باهمیدن",آرمان و اندیشه را یک گردانیدن و به هم پیوستن,,,
"بایا",وظیفه,,,
"بایا",واجب,,,
"بایستن",واجب بودن,,,
"باینده",وظیفه,,,
"باینده",واجب,,,
"بخشایش",رحم,,,
"بخشاییدن",رحم کردن,,,
"بخشش",قسمت,,در معنی «رحم» باید «بخشایش» گفت,
"بخشش",تقسیم,,در معنی «رحم» باید «بخشایش» گفت,
"بخشودن",رحم کردن,,,
"بخشیدن",تقسیم کردن,,این را نباید در معنی «آمرزیدن» یا «دادن» به‌کار برد,
"به‌خود",خود به‌ خود,,,
"بدآموز",کسی که چیز‌های بد و دور از حقیقت یاد دهد,,,
"بدآموز",گمراه کننده,,,
"بدآموزی",آموختن چیزهای بد و گمراه کننده,,,
"بدخواه",خائن,,,
"بدخواه",دارای سوء نیت,,,
"بدخواهی",خیانت,,,
"بدخواهی",سوء نیت,,,
"بدرود",خداحافظی,,,
"بدرود",به‌سلامت,,,
"بدفهمی",سوء تفاهم,,,
"بدگمانی",سوء ظن,,,
"بدنهاد",دارای نهاد بد,,,
"بدنهاد",بدسرشت,,,
"بدنهاد",نانجیب,,,
"به دیده گرفتن",در نظر گرفتن,,,
"برآشفتن",تغییر کردن,,,
"برآشفتن",خشمناک شدن,,,
"برآغالانیدن",تحریک کردن و بر کسی برخاستن و هایهوی و دشمنی کردن,,,
"به راست داشتن",تصدیق کردن,,,
"برانگیخته",راهنما,,,
"برانگیخته",کسی که برای راهنمایی بشر برخاسته,,,
"برتافتن",تحمل کردن,,از «تاب»، به معنی «تحمل» گرفته شده,
"برخ",حوزه,burx,بر وزن چرخ,
"برخ",بخش کوچکی از یک باهماد,burx,بر وزن چرخ,
"برخاستن",بلند شدن و ایستادن,,,
"برخاستن",اقدام کردن,,,
"برخاستن",سرچشمه گرفتن,,,
"برخوردار",متمتع,,,
"برخورداری",تمتع,,,
"بردبار",صبور,,,
"بردبار",متحمل,,,
"برکناری",عزل,,,
"برکناری",خلع,,,
"بزنده",مجرم,,,
"بزنده",بزهکار,,,
"بزه",جرم,bezah,,
"بزه",گناه,bezah,,
"بزهکار",بزنده,,,
"بزهکار",مجرم,,,
"بزهکار",مقصر,,,
"بزیدن",بزه کردن,bezidun,,
"بسامان",منظم,,,
"بسنده",کافی,,,
"بسنده کردن",اکتفا,,,
"بسیج",تدارک,,,
"بسیج",تهیه,,,
"بسیجنده",تولید کننده,,,
"بسیجنده",تهیه کننده,,,
"بسیجیدن",تدارک دیدن,,,
"بسیجیدن",تهیه کردن,,,
"بسیجیده",مهیا,,,
"بسیجیده",تدارک دیده شده,,,
"بسیجیده",بکار بردن,,,
"بسیجیده",کارآمد,,,
"بسیجیده",کار کن,,,
"به‌کار",کار آمد,,,
"به‌کار",کار کن,,,
"به‌کار بردن",استعمال کردن,,,
"به‌کار بستن",اجرا کردن,,,
"به‌کار بستن",عمل کردن,,,
"به‌گردن گرفتن",قبول کردن,,قبول کردن مسئولیت یا شغل,
"بلهوس",دارای هوسبازی بسیار,bolhuvus,,
"بلهوس",هوسباز,,,
"به‌مزد دادن",کرایه دادن,,,
"به‌مزد گرفتن",کرایه کردن,,,
"بندواژه",حرف,,اصطلاح دستوری,
"بنیاد",اساس,,,
"به‌نیک داشتن",تحسین کردن,,,
"به‌وارونه",برعکس,,,
"بوزینه",میمون,,,
"به‌ویژه",مخصوصا,,,
"به‌ویژه",به‌خصوص,,,
"بها",قیمت,,برای دانستن فرق آن با «ارزش» باید توجه داشت که مثلا اگر بهای کتابی ۱۵۰ ریال باشد، تواند بود که هیچ ارزشی ندارد و یا کتابی با ۲۰ ریال بها تواند بود که ارزش فراوانی دارد,
"بهائیگری",کیش بهایی داشتن و هوادار آن بودن,,,
"بهبود",شفا,,افزودن «ی» به این واژه (بهبودی) غلط است,
"بهر",برای,,,
"بهره",نصیب,,,
"بی‌آک زی",بی‌عیب زندگی کن,,در پاسخ «پاک زی» گفته شود,
"بی‌باک",کسی که زیان‌های احتمالی چیزی را به‌دیده نگیرد,,بی‌باک با دلیر جدایی دارد,بی‌باکان بهر کاری در آمدی
"بیابانیگری",وحشیگری,,در برابر شهری‌گری,
"بی‌بهره",بی‌نصیب,,,
"بی‌پا",بی‌اساس,,,
"بی‌پروا",بی‌توجه به کسی یا چیزی,,,
"بی‌درنگ",بلافاصله,,,
"بی‌درنگ",بدون تامل,,,
"بی‌زاری",طلاق,,,
"بیشینه",حداکثر,,,
"بیشینه",ماگزیمم,,,
"بی‌فرهنگ",بی‌ادب,,,
"بی‌فرهنگی",بی‌ادبی,,,
"به‌یکبار",یک‌دفعه,,,
"به‌یکبار",به‌ناگاه,,,
"به‌یکبار",به‌کلی,,,
"بی‌گفتگو",نیازی به گفتگو (بحث) نیست,,,
"بی‌گمان",به‌یقین,bigoman,,
"بی‌گمان",مطمئنا,bigoman,,
"بیم",ترس از خطر یا زیان احتمالی,,این واژه در برابر «امید» می‌باشد و با «ترس» و «هراس» جدایی دارد,بیم داشت دزد به خانه‌اش بیاید
"بیناک",آنچه ببیند,,بین+اک,
"بینش",بصیرت,,,
"بینشمند",بصیر,,,
"بیوسان",منتظر,,,
"بیوسیدن",منتظر بودن,,,
"بی‌هوده",بی‌نتیجه,,بی+هوده,
"بی‌یکسو",بی‌طرف,,,
"بی‌یکسویانه",بی‌طرفانه,,,
"بی‌یکسویی",بی‌طرفی,,,
"پابستگی",تقیید,,,
"پابستگی",قید بودن,,,
"پابسته",مقید,,,
"پاد",در برابر یک چیز یا پاسخ‌ده آن,pad_,مانند دارویی که در برابر زهر برای پاسخ‌دهی به آن داده شود,
"پاد",آنتی,pad_,,
"پادآواز",انعکاس صوت,,,
"پاداش",سزای کار نیک,,,
"پادرزم",حمله متقابل,,,
"پادزهر",ضدزهر,,,
"پادزهر",تریاق,,,
"پادکار",عکس‌العمل,,,
"پادکار",کاری که در برابر یا در پاسخ کاری کنند,,,
"پارد",ماده,pard,بر وزن کارد,
"پارد",متریال,pard,بر وزن کارد,
"پاردیگری",مادیگری,,,
"پاردیگری",ماتریالیسم,,,
"پاس",احترام,,,
"پاسخ‌ده",مسئول,,,
"پاسخ‌دهی",مسئولیت,,,
"پاسدارانه",محترمانه,,,
"پاسدارانه",با رعایت احترام,,,
"پاس داشتن",احترام گذاشتن,,,
"پافه",اجاره,,,
"پافیدن",اجاره کردن,,,
"پاک",به‌کلی,,,
"پاک",سر تا پا,,,
"پاک‌زی",پاک زندگی کردن,,به جای سلام گفته می‌شود,
"پایگاه",مرتبه,,,
"پایگاه",مقام,,,
"پایندان",ضامن,,,
"پایندان",کفیل,,,
"پایندیدن",ضمانت کردن,,,
"پایندیدن",ضامن شدن,,,
"پایه",قاعده,,,
"پتیاره",بلا,,,
"پتیاره",آسیب‌های همگانی که از سپر برآید,,,
"پدید آوردن",به‌وجود آوردن,,,
"پدید آوردن",ایجاد کردن,,,
"پرا",پرنده,,,
"پراکندن",منتشر کردن,,,
"پراکندن",شایع کردن,,,
"پراکنده",منتشر,,,
"پراکنده",شایع,,,
"پراکنده",نثر,,آخشیج پیوسته,
"پرده‌داری",حجاب,,,
"پرستار",خدمتکار,,,
"پرستش",خدمت,,,
"پرستیدن",خدمت کردن,,,
"پرسش",سؤال,,,
"پرگ",اجازه,parg,بر وزن برگ,
"پرگ",اذن,parg,بر وزن برگ,
"پروا",اندیشه کسی یا چیزی را داشتن و نیکی برای او خواستن,,به‌کار بردن آن در معنی ترس غلط است,
"پروا",توجه,,به‌کار بردن آن در معنی ترس غلط است,
"پروا",اعتنا,,,
"پرهیزیدن",دوری گزیدن,,,
"پرهیزیدن",پرهیز کردن,,,
"پژوهش",تحقیق,,,
"پژوهنده",پژوها,,,
"پژوهنده",محقق,,,
"پژوهیدن",تحقیق کردن,,,
"پژوهیدن",جستجو از حال و چگونگی چیزی کردن,,,
"پسادست",نیسه,,آخشیج دستادست,
"پسرفت",تنزل,,آخشیج پیشرفت,
"پیسن",مؤخر گذشته نزدیک,,آخشیج پیشین,
"پسینیان",مؤخرین,,آخشیج پیشینیان,
"پشته",پلاتو,,نام جغرافیایی که به غلط فلات می‌گویند,
"پشته",نجد,,نام جغرافیایی که به غلط فلات می‌گویند,
"پلشت",نجس,,,
"پلشت",ناپاک,,,
"پناهیدن",پناه بردن,,,
"پند",نصیحت,,,
"پند",به کسی راه نمودن و نیک و بد را یاد دادن,,,
"پندار",زعم,pendar,,
"پندار",خیال,pendar,,
"پندار",خرافه,pendar,,
"پندار",چیزی بی‌دلیل که به اندیشه گیرند,pendar,,
"پنداری",خیالی,,,
"پنداری",موهوم,,,
"پوزش",عذر,,,
"پوزش",پشیمانی و آمرزش خواهی,,,
"پهل",شک,pehug,بر وزن جگر,
"پهلیدن",شک کردن,,,
"پهلیدن",دودل ماندن,,,
"دن",شک کردن,,,
"پی بردن",درک کردن,,,
"پیدایش",پیدا شدن یا به وجود آمدن چیزی یا جایی,,,
"پیراستن",چیزی را پاک گردانیدن,,,
"پیراستن",آلودگی‌ها را از چیزی دور گردانیدن,,,
"پیراستن",از فزونی‌ها و چیزهای نابه‌جا پاک گردانیدن به منظور بهتر یا زیباتر کردن چیزی,,,
"پیرامون",اطراف,,,
"پیرامون",حول,,,
"پیرامون",محیط,,,
"پیرامونیان",اطرافیان,,,
"پیش‌آمد",حادثه,,,
"پیشرفت",ترقی,,,
"پیش‌رفتن",پیشرفت کردن,,,
"پیش‌گفتار",مقدمه,,مقدمه کتاب و مانند آن,
"پیش‌گویی",آگاهی دادن از آینده,,پیش‌بینی‌ای که از روی آگاهی و سنجش باشد جز این است,
"پیشه",کسب,,,
"پیشه",حرفه,,,
"پیشین",متقدم,,,
"پیشین",سابق,,,
"پیشین",گذشته,,,
"پیشینه",سابقه,,,
"پیشینیان",متقدمین,,,
"پیکار",زد و خورد و یا گفتگوی دشمنانه دو تن با یکدیگر بی‌اسلحه,,,
"پیکاریدن",زد و خورد و یا گفتگوی دشمنانه دو تن با یکدیگر بی‌اسلحه,,,
"پیکره",عکس,,برخی این واژه را در معنای مجسمه به‌کار می‌برند، ولی در زبان پاک به جای آن تندیسه گفته می‌شود,
"پیکره",فتوگراف,,برخی این واژه را در معنای مجسمه به‌کار می‌برند، ولی در زبان پاک به جای آن تندیسه گفته می‌شود,
"پیمان",عهد,,,
"پیمان",میثاق,,,
"پیوستگی",اتصال,,,
"پیوستگی",ارتباط,,,
"پیوسته",نظم,,در برابر نثر,
"پیوسته",آخشیج پراکنده,,,
"تاب",تحمل,,,
"ییلاق",تابستانگاه,,,
"تاراج",غارت,,,
"تازی",عرب,,,
"تازی",عربی,,,
"تاوان",جریمه,,,
"تاوان",غرامت,,,
"تاهیدن",محاکمه کردن,,,
"تاهیدن",حق خود ثابت کردن,,,
"تبار",نسب پدران کسی,tubar,,
"تباه",فاسد,,,
"تباه",ضایع,,,
"تباهکاری",فساد,,,
"تباهکاری",ضایع کردن,,,
"ترجمان",مترجم,turjoman,واژه فارسی است که به عربی رفته,
"تردامن",فاسق,,آخشیج پاک‌دامن,
"ترسا",مسیحی,,,
"ترسا",عیسوی,,,
"تکه",قطعه,,,
"تلبیدن",طلبیدن,,در برخی نوشته‌ها طلبیدن به این رویه نوشته شده,
"تن",بدن,,,
"تن",نفر,,,
"تن‌آسایی",تنبلی,,,
"تناشویی",آب تنی و شستشوی تن,,,
"تندیسه",مجسمه,,,
"تنگنا",مضیقه,,,
"تواند بود",شاید,,به‌کار بردن شاید در این معنی غلط است,
"تواند بود",ممکن است,,به‌کار بردن شاید در این معنی غلط است,
"تواند بود",یحتمل,,به‌کار بردن شاید در این معنی غلط است,
"توده",ملت و مردم,,,
"توده‌ای",وابسته به مردم,,,
"توده‌ای",ملی,,,
"توزیدن",تحصیل کردن,,,
"توزیدن",به‌دست آوردن,,,
"تهی",خالی,tuhi,این واژه از ته+ی پدید آمده است و بر وزن پری می‌باشد,
"تیره",طایفه,,معنی دیگر خود را نیز دارد,
"تیره",گروهی از مردم که هم‌نژادند,,معنی دیگر خود را نیز دارد,
"تیمار",غم‌خواری,,,
"تیمار",دل‌سوزی,,,
"تیمار",پرستاری,,,
"جان",مایه زندگی که در جانداران است,,,
"جایگاه",مقام,,,
"جبریگری",به جبر باور داشتن و هوادار آن بودن,,,
"جداسر",مستقل,,,
"جداسر",سرکش,,,
"جداسری",استقلال,,,
"جداسری",سرکشی,,,
"جدا شده",مشتق,,,
"جدایی",تفاوت,,,
"جدایی",فرق,,,
"جربزه",استعداد,,,
"جربزه",توانایی انجام دادن یک کار,,,
"جستار",مبحث,jostar,جست+ار,
"جستار",جستن زیاد یا دنباله‌دار,,,
"جلو رفتن",مانع شدن,,,
"جلو رفتن",جلوگیری کردن,,,
"جلوگیری",ممانعت,,,
"جلوگیر",مانع,,,
"جنبش",نهضت,,,
"جنبش",حرکت,,,
"جنگ",دو گروه یا دو تن در برابر هم استند و با جنگاچها به کشتن یکدیگر کوشند,,,
"جنگیدن",دو گروه یا دو تن در برابر هم استند و با جنگاچها به کشتن یکدیگر کوشند,,,
"جنگاچ",اسلحه,,جنگ+اچ,
"جنگاچ",افزار جنگ,,جنگ+اچ,
"جولاهک",عنکبوت,,,
"جویش",جستجو,,,
"جوین",پدید آمده از جو,,جو+ین,
"جهان",گیتی با زندگی و زندگان و آدمی,,,
"چاپاک",آنچه چاپ شود,,چاپ+اک,
"چاپاک‌ها",مطبوعات,,,
"چاره‌داری",تفویض اختیار,,آخشیج ناچار به معنی جبر,
"چامه",شعر,,,
"چامه‌گو",شاعر,,,
"چایان",لرزان از سرما,,,
"چاییدن",از سرما ناآسوده شدن,,,
"چبود",ماهیت,chebood,چه+بود,
"چخش",مجادله,,,
"چخش",جدال لفظی,,,
"چخیدن",مجادله کردن,,,
"چخیدن",به دلیل گردن نگزاردن در گفتگو,,,
"چرا",چرنده,chura,بر وزن بلا,
"چرند",سخن بی‌معنی,,,
"چه‌سان",چگونه,chesan,چه+سان,
"چه‌سان",به چه صورت,chesan,چه+سان,
"چشم پوشیدن",چشم پوشی کردن,,,
"چشم پوشیدن",نادیده گرفتن,,,
"چشم داشت",انتظار,,,
"چشم داشت",توقع,,,
"چلیپا",صلیب,,,
"چندان",آنقدر,,چند+ان. به‌کار بردن در معنی بسیار غلط است,آن اندازه آب آمد که باغ سیراب شد
"چندگاهه",موقتی,,,
"چندگاهه",موقت,,,
"چندین",اینقدر,,به‌کار بردن آن در معنی چند غلط است,چندین پول را برای چه می‌خواهی
"چندین",این اندازه,,به‌کار بردن آن در معنی چند غلط است,چندین پول را برای چه می‌خواهی
"چهره‌بینی",فراست,,در این معنی گاهی نیز چهره‌شناسی به‌کار رفته است,
"چهره‌بینی",پی بردن به حال‌های درونی کسی از راه دیدن چهره او,,در این معنی گاهی نیز چهره‌شناسی به‌کار رفته است,
"چیرگی",غلبه,,,
"چیره",غالب,,,
"چیره‌دستی",اجحاف,,,
"چیستان",معما,,,
"چیستان",لغز,,,
"خاچ",صلیب,,,
"خامه",قلم,,,
"خانگی",اهلی,,,
"خاور",مغرب,,,
"خاور",غرب,,,
"خجسته",مبارک,,,
"خجسته‌باد",تبریک,,در روزبه‌ها به همدیگر توان گفت,
"خراباتی‌گری",افکار خراباتیانه داشتن و هوادار آن بودن,,,
"خرد",عقل,xerud,بر وزن پسر,
"خرد",نیروی شناسنده نیک از بد، سود از زیان و راست از ناراست,xerud,بر وزن پسر,
"خرد",کوچک,xord,بر وزن پشت,
"خرد",ریز,xord,بر وزن پشت,
"خرده",عیب,xordee,,
